Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
1.927885532,-190.7375,1930.077,-16.50695,7.521143,-0.8490297,-15.7164,9.916587,16.51235,13.18176,890.4805
1.950187206,-647.9023,280.0027,0.3188191,-8.747647,-0.3219754,-11.62534,9.916587,16.51235,13.18176,890.4805
1.970006466,806.0449,-367.2077,-25.62345,2.216285,0.6838297,6.102176,9.621904,-18.72612,67.36074,890.477
1.989830494,86.8869,-185.4633,-12.7135,-1.699357,-0.1067174,0.1840046,9.621904,-18.72612,67.36074,890.477
2.009654045,711.137,-533.2225,-52.54467,2.185924,0.7877553,4.3802,16.38349,2.827646,13.73598,890.477
2.029477119,104.8223,682.3736,7.905709,1.782791,-3.708351,5.8521,16.38349,2.827646,13.73598,890.477
2.049301147,-357.8851,116.2265,-7.818732,-0.2410865,0.3072916,-0.7542392,16.38349,2.827646,13.73598,890.477
2.069124699,228.6883,-41.48168,-12.10165,0.2921977,1.307889,2.474211,-0.8776913,21.22269,-1.134073,890.477
2.088947773,-192.6058,23.67531,-11.36744,-1.500162,1.683526,-1.015591,-0.8776913,21.22269,-1.134073,890.4788
2.108771801,-16.92644,-123.7821,7.660971,1.04416,-2.999552,1.306731,-5.255096,23.13009,0.5987058,890.4788
2.128595352,-116.1937,-34.4122,-14.05956,-0.4131311,2.194259,-0.7371553,-5.255096,23.13009,0.5987058,890.477
2.148418427,-31.49892,28.9185,-4.453579,-0.3126355,2.244703,2.97288,-5.255096,23.13009,0.5987058,890.477
2.168238163,97.03781,50.30366,0.07408076,0.9576793,1.858464,3.091691,-11.41738,5.960194,-1.088704,890.477
2.188062191,2.25443,-31.64333,-7.206886,1.8886,2.288024,4.286589,-11.41738,5.960194,-1.088704,890.477
2.207885742,-83.12534,2.761449,3.133311,-0.3949089,0.08028716,-0.3166093,-7.387136,28.40687,7.331913,890.477
2.230186939,-33.36718,3.704046,-60.49867,0.04169738,2.447145,-1.185066,-7.387136,28.40687,7.331913,890.477
2.250010490,-544.9608,126.1238,8.639924,0.7231335,-0.2338534,1.738124,-7.387136,28.40687,7.331913,890.4753
2.269834518,-116.1937,101.0861,-3.352256,0.733243,-0.8713735,3.073855,-5.557299,33.10751,6.775772,890.4753
2.289657593,28.72154,87.71296,-18.77078,-0.9499537,1.97016,1.214587,-5.557299,33.10751,6.775772,890.4753
2.309481144,-334.594,183.7989,0.9306651,0.1941932,-0.6281121,1.371689,-8.698824,26.24066,12.06584,890.4753
2.329305172,391.1029,1802.944,-312.5792,12.96185,-3.738185,-4.806539,-8.698824,26.24066,12.06584,890.4753
2.349128246,-222.7471,1930.077,42.53619,2.661476,-0.4239107,-15.71152,-8.698824,26.24066,12.06584,890.4753
2.368947983,-596.1513,446.2531,-19.99447,-9.556137,-0.9326715,-14.25995,-29.26622,22.17259,40.62107,890.4648
2.388772011,95.48093,-345.3512,14.20772,1.579688,-1.47585,1.923747,-29.26622,22.17259,40.62107,890.4648
2.408595085,294.4513,10.77352,-21.4629,-0.664251,0.3319876,-2.992463,13.71383,13.35728,3.389408,890.4648
2.428418636,-306.6323,26.9744,14.26891,-0.9532409,0.4143189,-0.1933056,13.71383,13.35728,3.389408,890.4648
2.448242664,3.001736,-1.126762,-0.04828843,0.0188402,0.01990847,0.114393,13.71383,13.35728,3.389408,890.4648
2.468066216,66.02459,-42.30645,0.01289617,-0.4056711,-0.03753027,-1.50271,29.45592,21.72706,-12.32325,890.4648
2.487889290,10.35025,26.20854,-3.291072,-0.539882,-0.4776568,-2.174125,29.45592,21.72706,-12.32325,890.4648
2.507713318,-185.4441,-32.9394,13.71825,0.3405931,-1.137172,-1.992559,22.78938,28.10985,-9.754187,890.4648
2.530014992,42.92036,45.35503,-2.250934,-0.350291,-0.9362541,-1.889501,22.78938,28.10985,-9.754187,890.4648
2.549838066,-89.29063,-0.1252529,0.6859267,0.1162773,-0.01148182,0.3062039,22.78938,28.10985,-9.754187,890.4648
2.569657803,74.43179,-9.669043,-12.28521,-0.2815959,0.3154747,-0.7891055,23.21555,28.13051,-7.646209,890.4666
2.589481354,-97.01279,-83.3094,5.580694,-0.5608245,-0.7700773,0.2840469,23.21555,28.13051,-7.646209,890.4666
2.609304905,-188.5578,-31.64333,3.622787,-1.037758,0.2784968,-0.8242207,35.60231,5.765783,-24.0487,890.4683
2.629128456,1.008919,31.39282,-10.69441,-0.5444512,-0.3847762,-1.033953,35.60231,5.765783,-24.0487,890.4683
2.648952007,146.1109,78.28699,-9.409532,-0.09264534,0.04132015,-2.094382,35.60231,5.765783,-24.0487,890.4702
2.668775559,-89.22835,0.1103962,7.232678,0.7613303,0.001526169,-2.327637,18.90342,22.31945,-6.585531,890.4702
2.688599110,-110.838,-9.727955,5.213587,-0.1627825,-0.3517021,-0.6306786,18.90342,22.31945,-6.585531,890.4668
2.708423138,150.4702,84.35496,-3.719364,0.1684041,0.03476952,0.1686343,19.64233,18.65056,-7.841608,890.4668
2.728246689,-59.83429,75.16464,8.334002,0.5210828,1.716544,0.8406175,19.64233,18.65056,-7.841608,890.4668
2.748069763,379.0215,1853.432,-317.2904,12.99953,-0.8253698,-2.560623,19.64233,18.65056,-7.841608,890.4668
2.767889500,-206.6178,1930.077,46.26845,4.327923,-0.4835576,-15.71583,8.603662,16.60268,18.7468,890.465
2.790191174,-386.7186,-265.4662,33.90916,2.606165,-2.396589,2.430205,8.603662,16.60268,18.7468,890.465
2.810014248,693.6376,-148.7609,-24.6445,2.31353,1.104498,5.561184,0.3711834,-13.10478,69.1227,890.465
2.829838276,220.5302,-217.2759,-14.67141,0.2166461,-0.2288091,0.9817207,0.3711834,-13.10478,69.1227,890.465
2.849661827,236.7841,-120.2474,9.007031,2.961649,4.371356,3.832404,12.54386,6.129451,11.19971,890.465
2.869484901,156.6355,467.6972,-40.98078,-4.013851,4.377935,-5.391273,12.54386,6.129451,11.19971,890.465
2.889308929,-237.5064,67.15257,-18.15893,-0.5938378,-0.07867677,-1.054999,12.54386,6.129451,11.19971,890.4668
2.909132481,126.0582,36.45927,-2.556857,0.5226041,-1.631747,2.01291,-1.957838,19.41823,-1.080449,890.4668
2.928955555,-154.5554,-40.53908,15.43141,0.3621003,1.285504,1.30753,-1.957838,19.41823,-1.080449,890.4668
2.948779583,-140.9793,-138.3335,9.312955,-0.5827137,-2.638664,0.6078821,-5.638409,23.49437,0.1639085,890.4668
2.968599319,247.371,158.3488,-18.95433,-2.212076,1.457522,-3.289948,-5.638409,23.49437,0.1639085,890.4668
2.988423347,-410.5702,-38.7128,19.59197,-0.8947317,1.401564,0.07108494,-5.638409,23.49437,0.1639085,890.4668
3.008246422,486.0109,139.1434,20.75447,-1.524331,-0.7257344,1.017015,-10.99254,1.954122,-0.589366,890.4668
3.028069973,-307.8155,54.13296,-0.7825036,-0.09517965,2.481822,-0.2303723,-10.99254,1.954122,-0.589366,890.4668
3.047894001,612.5548,-276.306,23.8137,2.230449,3.472515,7.453176,-6.294804,30.21671,7.713749,890.4668
3.067717075,192.3817,19.37471,-71.87901,-2.131758,2.19964,-0.6144269,-6.294804,30.21671,7.713749,890.4634
3.090018749,-639.1837,121.4108,20.81566,1.810072,0.3583841,3.058077,-6.294804,30.21671,7.713749,890.4634
3.109842300,-74.46905,75.63594,-11.42862,-1.044735,0.2635837,1.479163,-6.690845,32.77144,7.675688,890.4634
3.129665375,-143.2835,46.53328,-0.1706576,-1.698675,1.119472,-1.122234,-6.690845,32.77144,7.675688,890.4634
3.149489403,-249.152,224.036,18.42946,0.7192649,-1.762991,1.509681,-8.670298,25.88724,12.94321,890.4634
3.169309139,238.4033,1930.077,-444.6156,15.70123,5.913109,4.860824,-8.670298,25.88724,12.94321,890.4634
3.189132214,-175.1686,1930.077,72.08835,-0.470246,-0.06785503,-15.70487,-8.670298,25.88724,12.94321,890.4634
3.208955765,-528.2087,-117.8909,29.01439,-3.55426,-0.4925215,-6.179605,-26.29398,15.86164,39.43075,890.4634
3.228779793,258.7051,-184.9331,6.437279,1.220366,-0.4459287,1.416195,-26.29398,15.86164,39.43075,890.4599
3.248603344,191.9457,-15.32462,-8.920054,-0.3770501,0.5951239,-3.055457,22.83113,12.0692,-1.436015,890.4599
3.268426418,-253.449,100.0845,13.35114,-0.8884586,-0.9008331,-0.1269858,22.83113,12.0692,-1.436015,890.4617
3.288250446,31.71076,47.47587,4.785295,-0.3064746,0.203763,-0.9681125,22.83113,12.0692,-1.436015,890.4617
3.308073998,66.64735,-4.661499,-5.554902,-0.07197633,-0.08404617,-1.147667,26.5365,21.41209,-11.8244,890.4634
3.327897549,-90.28703,15.42759,-0.9660574,-0.1583709,-1.197344,-3.079381,26.5365,21.41209,-11.8244,890.4634
3.347721100,-74.40677,-53.44087,8.578739,0.331513,-0.7641175,-1.063161,23.55989,28.11503,-8.46204,890.4652
3.370018959,17.38739,48.35955,-10.44967,-0.5527115,-0.5500371,-1.383939,23.55989,28.11503,-8.46204,890.4652
3.389842033,16.26643,84.00149,-4.33121,-0.5395382,-0.1519253,-1.66662,23.55989,28.11503,-8.46204,890.467
3.409665585,-57.46782,-65.40007,-1.761457,0.1274648,-0.349315,-0.3631828,24.71781,28.46187,-8.491034,890.467
3.429489613,-40.40432,-13.43943,7.355048,-1.353672,-0.9033484,-0.3064442,24.71781,28.46187,-8.491034,890.4705
3.449312687,-213.7172,-98.27312,3.561603,-1.194414,0.5809948,-0.2952753,28.34414,0.7539649,-20.82771,890.4705
3.469136238,90.06295,-2.658481,-11.9181,0.2211896,-0.4225054,-1.14633,28.34414,0.7539649,-20.82771,890.4689
3.488960266,123.0067,63.4411,-2.495672,-0.005202299,-0.4401151,-2.018302,28.34414,0.7539649,-20.82771,890.4689
3.508783341,-174.1099,25.03029,7.049125,0.2610098,-0.06635578,-1.937619,19.61298,22.29774,-7.470688,890.4689
3.528606892,-1.855757,0.1103962,-3.046333,0.7541165,-0.6223781,-0.9051943,19.61298,22.29774,-7.470688,890.4689
3.548430920,134.6522,76.81419,-0.5377652,0.2025366,0.4927099,-0.5719112,17.49783,16.87868,-6.460248,890.4689
3.568250656,-124.1649,122.7658,19.4696,0.3048511,0.1670856,-0.6960794,17.49783,16.87868,-6.460248,890.4689
3.588073731,56.12278,1930.077,-454.1604,16.09882,2.570824,0.6889722,17.49783,16.87868,-6.460248,890.4689
3.607897759,-140.7302,1930.077,103.2925,-1.05294,-0.07451872,-15.70352,6.570221,14.45281,23.93042,890.4689
3.627721310,-265.8418,-216.2155,50.36782,3.622065,-2.340056,3.326201,6.570221,14.45281,23.93042,890.4636
3.650022507,677.8819,52.12994,-40.24657,1.600881,2.273309,3.922838,-3.491919,-14.96543,61.57448,890.4636
3.669846058,195.1841,-114.4151,1.420142,1.042791,2.451566,3.346079,-3.491919,-14.96543,61.57448,890.4636
3.689670086,484.8276,-89.0239,-17.24116,1.325191,2.644221,2.8416,9.537066,11.32711,10.72975,890.4636
3.709493160,-374.3258,-144.2836,-61.11052,-2.558941,0.8187214,-1.616746,9.537066,11.32711,10.72975,890.4636
3.729316711,-146.2728,-3.954551,14.63601,1.762679,-1.814817,-1.021146,9.537066,11.32711,10.72975,890.4636
3.749140739,497.0959,74.92899,-13.14179,-1.233162,0.04935504,1.693716,-2.316502,18.69536,-1.060422,890.4654
3.768959522,-162.7758,119.0543,10.10835,-1.00772,1.097745,-0.4385612,-2.316502,18.69536,-1.060422,890.4654
3.788783550,-146.1482,112.515,13.22877,-0.3838916,-3.061021,-0.356897,-6.445702,23.50086,-0.2561302,890.4654
3.808607101,-100.5625,-182.8122,1.909619,-1.246371,2.467449,1.027409,-6.445702,23.50086,-0.2561302,890.4654
3.828431129,-80.07384,-120.4831,29.99335,0.008897592,-1.024787,-0.1280648,-6.445702,23.50086,-0.2561302,890.4654
3.848254204,202.5949,102.0876,-64.96514,-1.096271,0.4977322,-0.7001225,-9.085215,-2.433434,0.2612071,890.4654
3.868077755,-252.8262,260.6205,7.844524,-0.4044948,1.015983,1.687687,-9.085215,-2.433434,0.2612071,890.4654
3.887901783,363.0167,-48.84571,-21.15697,1.985025,0.9797412,2.060485,-6.698879,32.40188,7.246682,890.4654
3.907724857,43.54312,28.50612,-40.85841,-1.496483,2.06037,-1.936576,-6.698879,32.40188,7.246682,890.4654
3.930026531,-599.7632,-25.45754,22.83475,-0.3273893,0.3322009,0.6705902,-6.698879,32.40188,7.246682,890.4654
3.949850559,-54.54087,96.49089,-18.64841,-0.82645,0.3343413,0.1172114,-7.050053,34.2444,8.52791,890.4654
3.969669342,-252.5148,-67.63873,32.44073,0.3834652,0.7615191,3.143142,-7.050053,34.2444,8.52791,890.4654
3.989493370,-81.94211,217.5556,5.825433,0.2500712,-2.311264,0.1629078,-9.004313,24.0772,13.41806,890.4672
4.009316921,-200.9507,1930.077,-316.4338,15.46638,-0.3022924,-14.0354,-9.004313,24.0772,13.41806,890.4672
4.029139996,-7.336005,1930.077,112.5926,-2.340864,-2.557223,-15.69982,-9.004313,24.0772,13.41806,890.4636
4.048964024,-336.4623,-185.0509,68.90675,2.628784,-2.250181,3.561679,-14.78001,17.24979,42.54128,890.4636
4.068787575,230.3698,-71.2913,-11.79573,0.7560124,0.5506822,0.3122232,-14.78001,17.24979,42.54128,890.4636
4.088610649,105.1959,25.14812,6.070171,-1.266174,0.7103786,-2.112936,35.00854,17.77951,-1.342158,890.4636
4.108434677,-93.21398,89.95163,1.297773,-1.136348,-0.2171099,-1.018269,35.00854,17.77951,-1.342158,890.462
4.128258228,-21.03662,-0.3609021,4.907664,-0.918547,-0.2050419,-1.46604,35.00854,17.77951,-1.342158,890.462
4.148081303,-26.82825,8.71159,-2.250934,0.0764308,-0.2429395,-1.5052,24.33856,22.17871,-11.35914,890.462
4.167901039,116.0941,10.59678,-9.225978,-0.2239152,-0.879616,-3.466728,24.33856,22.17871,-11.35914,890.462
4.187725067,-41.77438,0.1693085,5.886617,0.3237006,-0.9234111,-0.8308447,24.71365,28.82604,-8.497488,890.462
4.210026264,-16.24141,70.21601,-9.287163,-0.6162136,-0.5672157,-1.620349,24.71365,28.82604,-8.497488,890.462
4.229849815,68.70244,54.19187,1.970803,-0.3281328,0.3477664,-0.9221332,24.71365,28.82604,-8.497488,890.4638
4.249673843,-121.3003,-33.94091,7.171494,0.7471678,-1.221894,-0.8662142,27.17838,29.47378,-11.9817,890.4638
4.269497395,9.229291,17.01822,2.215542,0.2239788,0.586564,-0.2161881,27.17838,29.47378,-11.9817,890.4638
4.289320469,-144.7781,-101.9846,4.968848,0.5766457,0.2679096,0.692464,16.36652,-4.530051,-15.82809,890.4638
4.309144497,107.1887,-12.3201,-13.87601,-0.1004701,-0.6467495,-1.932304,16.36652,-4.530051,-15.82809,890.4638
4.328968048,47.1551,43.88222,3.500418,-0.9458686,0.4377705,-1.045239,16.36652,-4.530051,-15.82809,890.4656
4.348791123,-88.29422,88.8912,1.481326,0.3930607,-0.03757245,-1.444218,19.59664,22.65653,-7.912603,890.4656
4.368610859,47.34193,21.49556,-5.371348,-0.01231408,0.07440494,-1.427032,19.59664,22.65653,-7.912603,890.4673
