Time (s),W,X,Y,Z
8.000216961,-0.6908097,0.2339437,0.6488351,-0.2090286
8.020040035,-0.6911364,0.2485563,0.6349325,-0.2324612
8.039858818,-0.6859693,0.2259423,0.6601976,-0.197896
8.059680939,-0.7004907,0.1733241,0.6739357,-0.1473429
8.081981659,-0.7042889,0.1754158,0.6672093,-0.1570531
8.101803780,-0.7109777,0.1488485,0.6717584,-0.1331281
8.121626377,-0.6849294,0.1407283,0.7031615,-0.1151442
8.141511440,-0.4424568,0.1295599,0.878863,-0.1080172
8.161334038,-0.1291735,0.1158714,0.98277,-0.02595103
8.181156635,0.004867406,0.1256924,0.9903052,0.01004811
8.200978756,0.00359552,0.1252466,0.9904122,-0.003436249
8.220801354,0.01508136,0.1272623,0.9898567,-0.0197014
8.240620613,0.003408181,0.1302479,0.9894009,-0.02715445
8.260442734,0.004592472,0.1344841,0.9890589,-0.01683377
8.280265331,0.004716522,0.1362959,0.9885961,-0.02658332
8.300087929,0.01241897,0.1405563,0.9880804,-0.02035747
8.319910050,-0.001076341,0.1455969,0.9876372,0.0008439244
8.339733124,0.01511221,0.1479433,0.9871338,-0.008880765
8.362033844,0.01940875,0.1505317,0.986424,-0.02363702
8.381855965,0.01726671,0.1552998,0.9859663,-0.009038876
8.401678562,0.0139897,0.1583702,0.9854556,-0.0151021
8.421501160,0.02525633,0.1586135,0.9852191,-0.01322962
8.441319466,0.01999555,0.1602571,0.9850141,-0.01710689
8.461142063,0.02621752,0.1639973,0.9843273,-0.01204078
8.480965137,0.02443853,0.1681382,0.9837458,-0.002048005
8.500787735,0.03231571,0.1710936,0.9829577,0.0102232
8.520609856,0.02808922,0.1744802,0.9825188,0.007222146
8.540432453,0.04025963,0.1781571,0.9814456,0.005608364
8.560255051,0.05419726,0.1786187,0.9807031,-0.002668962
8.580078125,0.2591775,0.1350011,0.954486,-0.01341831
8.599900246,0.5471117,0.1066692,0.8215199,0.1049646
8.619722843,0.7156374,0.1000169,0.6745547,0.1395109
8.642019272,0.6982485,0.04118676,0.7081243,0.07706633
8.661841869,0.6996736,0.0174906,0.7093858,0.05958602
8.681663990,0.6933662,-0.02914802,0.7174944,0.01493288
8.701487064,0.7059003,-0.07235875,0.7018605,-0.02209543
8.721309662,0.7269713,-0.02539376,0.6833801,0.02205776
8.741132259,0.7155278,-0.04544155,0.6946769,-0.002565114
